Author,Reference,Number of Subjects, Cohort,Mean Body mass index (kg/m2),Deviation standard of BMI,Number of Female Subjects,Mean Age,Deviation standard of Age,Medical treatament protocol,Statiscal Analysis,Plasmatic enteropeptide reagents,Caloric protocol Do not use as a caloric test,Cohorts,Caloric test,Kcal of the Caloric test,TOTAL GHRELIN,Time,Pmol/L,,ACYLATED GHRELIN,Time,Pmol/L,,TOTAL GIP,Time,Pmol/L,,ACTIVE GIP,Time,Pmol/L,,TOTAL GLP-1,Time,Pmol/L,,ACTIVE GLP-1,Time,Pmol/L,,TOTAL PYY,Time,Pmol/L,,,PYY3-36,Time,Pmol/L,,,Insulin,Time,Pmol/L,,Glucagon,Time,Pmol/L,,Glucose,Time,mmol/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hill 2012,"Hill BR, De Souza MJ, Wagstaff DA, Sato R, Williams NI. 24-hour profiles of circulating ghrelin and peptide YY are inversely associated in normal weight premenopausal women. Peptides. 2012 Nov;38(1):159-62. doi: 10.1016/j.peptides.2012.08.017. Epub 2012 Sep 4. PMID: 22954902; PMCID: PMC3496067.",13,No obesity-No T2DM Cohort,21.3,0.5,13,18 a 24,NR,"We examined the 24h profiles of total PYY and total ghrelin in 13 women ages 18–24y. Non-smoking, non-exercising (<1h/wk exercise) women with a body weight (BW) of 48–73kg, 15–30% body fat and BMI between 18–25kg/m2 were included. Exclusion criteria included evidence of disordered eating or history of an eating  disorder, loss/gain of BW (±2.3kg) in the past year, or use of hormonal contraceptives or medications that may alter metabolism. Participants completed an informed consent that was approved by the Biomedical Institutional Review Board of The Pennsylvania State University. Participants were prescribed caloric intake to maintain BW estimated based 24h energy expenditure (EE). This was determined from the sum of 24h resting metabolic rate (RMR; kcal/24h) and EE above rest determined with the use of a research accelerometer (AM) worn over 7 days that measured the energy cost of all non-purposeful activity (triaxial RT3 accelerometer, Stayhealthy, Monrovia, CA). BW was recorded to the nearest 0.01kg. RMR using indirect calorimetry and hydrostatic weighing to obtain body composition were performed using previously published methods [5]. Participants were deemed weight stable if BW, obtained once daily in the morning, fluctuated by ±1kg over a period of 7 daysParticipants arrived fasted (8–12h) and abstinent from exercise or caffeine ingestion (24h) at the general clinical research center (GCRC) at 0730h the day of testing. After insertion of an IV catheter into a forearm vein, blood samples were obtained q 10 min for 24h (total=488mL) while participants remained supine. Samples were allowed to clot at room temperature and spun in a centrifuge for 15min at 2500 rpm. Serum samples were untreated, aliquoted to serum storage tubes and stored at −80°C until analysis Dietary intake (total=1452±48kcal) was comprised of 55% carbohydrates, 30% fat, and 15% protein and consisted of 3 meals and a snack prepared for 0900h (412±28kcal), 1200h (472±24kcal), 1800h (504±0kcal) and 2100h (66±4kcal). Energy provided to participants was 85% of their prescribed weight maintenance energy needs to account for reductions in EE due to inactivity associated with bed rest. Participants consumed all food provided within 30 minutes at each meal.","Statistical Analysis Fasting PYY and fasting ghrelin were designated as the concentrations at 0800h. Peaks were defined as the highest concentration measured 1–2h before (ghrelin) or after (PYY) meal administration. Twenty-four h mean represented the average of all concentrations measured over 24h. Total area under the curve (AUC) was calculated using the trapezoidal rule. Linear mixed-effects (random coefficients) models were fitted to participants’ responses to determine if PYY concentrations were associated with ghrelin concentrations over 24h. A regression coefficient was considered significantly different from 0 if the p-value of the corresponding (t | z) test was ≤0.05. Data are reported as mean ± SEM. All analyses were performed using SPSS software (Version 18.0; Chicago, IL). 24-hour Repeated Blood Sampling Protocol Participants arrived fasted (8–12h) and abstinent from exercise or caffeine ingestion (24h) at the general clinical research center (GCRC) at 0730h the day of testing. After insertion of an IV catheter into a forearm vein, blood samples were obtained q 10 min for 24h (total=488mL) while participants remained supine. Samples were allowed to clot at room temperature and spun in a centrifuge for 15min at 2500 rpm. Serum samples were untreated, aliquoted to serum storage tubes and stored at −80°C until analysis.","Radioimmunoassay Analysis: Serum samples were assayed for total ghrelin using the Linco Research RIA kit (St. Charles, MO). Assay sensitivity was 100pg/mL. The intra-assay and inter-assay coefficients of variation for the high and low controls were 2.7% and 16.7% and 1.2% and 14.7%, respectively. Total PYY was assayed using an RIA (Millipore, Billerica, MA). PYY assay sensitivity was 10pg/mL and the intra-assay and inter-assay coefficients of variation were 2.9% and 7.1%, respectively. Samples were assayed hourly from 0800–1000h and from 2000–0800h and every 20 minutes from 1000–2000h.","Dietary intake (total=1452±48kcal) was comprised of 55% carbohydrates, 30% fat, and 15% protein and consisted of 3 meals and a snack prepared for 0900h (412±28kcal), 1200h (472±24kcal), 1800h (504±0kcal) and 2100h (66±4kcal). Energy provided to participants was 85% of their prescribed weight maintenance energy needs to account for reductions in EE due to inactivity associated with bed rest. Participants consumed all food provided within 30 minutes at each meal. Solid Mixed Meal Test (1800h)",No obesity-No T2DM Cohort,Solid Mixed Meal Test,504 Kcal,TOTAL GHRELIN,Time,Pmol/L,,,,,,,,,,,,,,,,,,,,,,TOTAL PYY,Time,Pmol/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,536.25,,,,,,,,,,,,,,,,,,,,,,,0,12.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,15,487.50,,,,,,,,,,,,,,,,,,,,,,,15,16.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,30,402.19,,,,,,,,,,,,,,,,,,,,,,,30,18.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60,332.81,,,,,,,,,,,,,,,,,,,,,,,60,16.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,90,345.94,,,,,,,,,,,,,,,,,,,,,,,90,15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,120,342.19,,,,,,,,,,,,,,,,,,,,,,,120,15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,150,341.25,,,,,,,,,,,,,,,,,,,,,,,150,13.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,180,341.25,,,,,,,,,,,,,,,,,,,,,,,180,12.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Di Giuseppe 2025,"Di Giuseppe G, Gliozzo G, Ciccarelli G, Carciero L, Brunetti M, Soldovieri L, Quero G, Cinti F, Nista EC, De Lucia SS, Gasbarrini A, Alfieri S, Pontecorvi A, Mari A, Hartmann B, Holst JJ, Giaccari A, Mezza T. Altered GIP/GLP-1 Secretion Ratio is Associated With Impaired β Cell Function in Humans. J Clin Endocrinol Metab. 2025 Dec 18;111(1):e240-e246. doi: 10.1210/clinem/dgaf210. PMID: 40354158; PMCID: PMC12712943.",23,No obesity-No T2DM Cohort,25.4,1.23,14,58.6,3.06,"Sixty patients without a known history of diabetes and not on any antidiabetic treatment were recruited and studied at the Centre for Endocrine and Metabolic Diseases—University Hospital Agostino Gemelli. Only patients with normal cardio-pulmonary and kidney function, as determined by medical history, physical examination, electrocardiography, estimated glomerular 1ltration rate (eGFR), and urinalysis, were included. Altered serum lipase and amylase levels were considered exclusion criteria. Patients with severe obesity [body mass index (BMI) > 40], uncontrolled hypertension, and/or hypercholesterolemia were also excluded. All patients underwent an OGTT to determine glucose tolerance; a MMT for the evaluation of glucose, insulin, C-peptide, GIP, and GLP-1 responses; and an euglycemic hyperinsulinemic clamp to evaluate insulin sensitivity. The clinical and metabolic characteristics of study participants are shown in Table 1. Based on OGTT-derived glucose tolerance, patients were divided into the following 3 groups: NGT (n = 23), IGT (n = 16), and diabetes mellitus (DM; n = 21). Glucose, insulin, and C-peptide levels during OGTT are shown in Supplementary Fig. S1 (10). Metabolic Evaluation OGTT A standard 75 g OGTT was performed with measurement of glucose, insulin, and C-peptide at 0, 30, 60, 90, and 120 minutes after glucose load. MMT A MMT was performed as previously described (11). Patients were instructed to consume a liquid meal of 830 kcal (107 kcal from protein, 353 kcal from fat, and 360 kcal from carbohydrates) within 15 minutes. Blood samples were drawn twice in the fasting state and at 30-minute intervals over the following 240 minutes (sample time 0, 30, 60, 90, 120, 150, 180, 210, and 240) for the measurement of plasma glucose, insulin, C-peptide, GIP, and GLP-1.","NGT (n = 23), Metabolic Evaluation OGTT A standard 75 g OGTT was performed with measurement of glucose, insulin, and C-peptide at 0, 30, 60, 90, and 120 minutes after glucose load. A MMT was performed as previously described. Blood samples were drawn twice in the fasting state and at 30-minute intervals over the following 240 minutes (sample time 0, 30, 60, 90, 120, 150. 180, 210, and 240) for the measurement of plasma glucose, insulin, C-peptide, GIP, and GLP-1. Categorical variables were described as percentages, while continuous variables were summarized as mean ± SEM. The normality of continuous variables was assessed using the Shapiro-Wilk test and quantile-quantile plots. For normally distributed variables, Levene’s test for equality of variances was performed before conducting 1-way ANOVA. For non-normally distributed variables, comparisons were conducted using the Kruskal-Wallis test. We performed Spearman’s or Pearson’s correlation analyses, as appropriate, to assess associations between variables. A 2-tailed P-value <.05 was considered statistically signi1cant. Differences in glucose. insulin, C-peptide, GIP, GLP-1, and glucagon levels among patients strati1ed by glucose tolerance were assessed using linear mixed models. To further investigate the associations","Biochemical Measurements At each sampling point, blood was collected in EDTA tubes for insulin and C-peptide measurement. Blood samples for GLP-1 were collected in tubes containing EDTA and a dipeptidyl peptidase-4 inhibitor (Millipore, St. Charles, MO) to prevent the enzymatic degradation of GLP-1 (7-36) and GLP-1 (7-37) and immediately separated in a refrigerated centrifuge (1000 rpm for 10 minutes at 4 °C). Plasma samples were divided into aliquots and stored at −80 °C until analysis. Plasma glucose concentrations were determined bedside using the glucose oxidase technique on a glucose analyzer (Beckman Instruments, Palo Alto, CA). Insulin levels were determined using a commercial  radioimmunoassay kit (Medical System; Immulite DPC, Los Angeles, CA). Plasma C-peptide was measured by Auto-DELFIA Fluoroimmunoassay (Wallac. Turku, Finland). Plasma concentrations of GIP and GLP-1 were measured using total GIP (AB_2895085 NL-ELISA. Mercodia, Uppsala, Sweden) and total GLP-1 (AB_2892202 NL-ELISA, Mercodia, Uppsala, Sweden) ELISA.","Patients were instructed to consume a liquid meal of 830 kcal (107 kcal from protein, 353 kcal from fat, and 360 kcal from carbohydrates) within 15 minutes.",No obesity-No T2DM Cohort,Liquid Mixed Meal Test,830 Kcal,,,,,,,,,TOTAL GIP,Time,Pmol/L,,,,,,TOTAL GLP-1,Time,Pmol/L,,,,,,,,,,,,,,,,Insulin,Time,Pmol/L ,,,,,,Glucose,Time,mmol/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0,2.77,,,,,,,0,3.89,,,,,,,,,,,,,,,,,0,53.64,,,,,,,0,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,15,11.18,,,,,,,15,7.52,,,,,,,,,,,,,,,,,15,183.00,,,,,,,15,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,30,19.41,,,,,,,30,11.06,,,,,,,,,,,,,,,,,30,308.04,,,,,,,30,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,60,23.57,,,,,,,60,7.46,,,,,,,,,,,,,,,,,60,333.84,,,,,,,60,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,90,23.59,,,,,,,90,7.10,,,,,,,,,,,,,,,,,90,343.50,,,,,,,90,6.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,120,25.04,,,,,,,120,6.81,,,,,,,,,,,,,,,,,120,333.84,,,,,,,120,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,150,22.31,,,,,,,150,5.98,,,,,,,,,,,,,,,,,150,326.28,,,,,,,150,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,180,21.06,,,,,,,180,6.10,,,,,,,,,,,,,,,,,180,330.60,,,,,,,180,6.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Di Giuseppe 2025,"Di Giuseppe G, Gliozzo G, Ciccarelli G, Carciero L, Brunetti M, Soldovieri L, Quero G, Cinti F, Nista EC, De Lucia SS, Gasbarrini A, Alfieri S, Pontecorvi A, Mari A, Hartmann B, Holst JJ, Giaccari A, Mezza T. Altered GIP/GLP-1 Secretion Ratio is Associated With Impaired β Cell Function in Humans. J Clin Endocrinol Metab. 2025 Dec 18;111(1):e240-e246. doi: 10.1210/clinem/dgaf210. PMID: 40354158; PMCID: PMC12712943.",21,Type 2 Diabetes Mellitus  Cohort,26.3,0.99,11,70.9,2.63,"Sixty patients without a known history of diabetes and not on any antidiabetic treatment were recruited and studied at the Centre for Endocrine and Metabolic Diseases—University Hospital Agostino Gemelli. Only patients with normal cardio-pulmonary and kidney function, as determined by medical history, physical examination, electrocardiography, estimated glomerular 1ltration rate (eGFR), and urinalysis, were included. Altered serum lipase and amylase levels were considered exclusion criteria. Patients with severe obesity [body mass index (BMI) > 40], uncontrolled hypertension, and/or hypercholesterolemia were also excluded. All patients underwent an OGTT to determine glucose tolerance; a MMT for the evaluation of glucose, insulin, C-peptide, GIP, and GLP-1 responses; and an euglycemic hyperinsulinemic clamp to evaluate insulin sensitivity. The clinical and metabolic characteristics of study participants are shown in Table 1. Based on OGTT-derived glucose tolerance, patients were divided into the following 3 groups: NGT (n = 23), IGT (n = 16), and diabetes mellitus (DM; n = 21). Glucose, insulin, and C-peptide levels during OGTT are shown in Supplementary Fig. S1 (10). Metabolic Evaluation OGTT A standard 75 g OGTT was performed with measurement of glucose, insulin, and C-peptide at 0, 30, 60, 90, and 120 minutes after glucose load. MMT A MMT was performed as previously described (11). Patients were instructed to consume a liquid meal of 830 kcal (107 kcal from protein, 353 kcal from fat, and 360 kcal from carbohydrates) within 15 minutes. Blood samples were drawn twice in the fasting state and at 30-minute intervals over the following 240 minutes (sample time 0, 30, 60, 90, 120, 150, 180, 210, and 240) for the measurement of plasma glucose, insulin, C-peptide, GIP, and GLP-1.","diabetes mellitus (DM; n = 21). Metabolic Evaluation OGTT A standard 75 g OGTT was performed with measurement of glucose, insulin, and C-peptide at 0, 30, 60, 90, and 120 minutes after glucose load. A MMT was performed as previously described. Blood samples were drawn twice in the fasting state and at 30-minute intervals over the following 240 minutes (sample time 0, 30, 60, 90, 120, 150. 180, 210, and 240) for the measurement of plasma glucose, insulin, C-peptide, GIP, and GLP-1. Categorical variables were described as percentages, while continuous variables were summarized as mean ± SEM. The normality of continuous variables was assessed using the Shapiro-Wilk test and quantile-quantile plots. For normally distributed variables, Levene’s test for equality of variances was performed before conducting 1-way ANOVA. For non-normally distributed variables, comparisons were conducted using the Kruskal-Wallis test. We performed Spearman’s or Pearson’s correlation analyses, as appropriate, to assess associations between variables. A 2-tailed P-value <.05 was considered statistically signi1cant. Differences in glucose. insulin, C-peptide, GIP, GLP-1, and glucagon levels among patients strati1ed by glucose tolerance were assessed using linear mixed models. To further investigate the associations","Biochemical Measurements At each sampling point, blood was collected in EDTA tubes for insulin and C-peptide measurement. Blood samples for GLP-1 were collected in tubes containing EDTA and a dipeptidyl peptidase-4 inhibitor (Millipore, St. Charles, MO) to prevent the enzymatic degradation of GLP-1 (7-36) and GLP-1 (7-37) and immediately separated in a refrigerated centrifuge (1000 rpm for 10 minutes at 4 °C). Plasma samples were divided into aliquots and stored at −80 °C until analysis. Plasma glucose concentrations were determined bedside using the glucose oxidase technique on a glucose analyzer (Beckman Instruments, Palo Alto, CA). Insulin levels were determined using a commercial  radioimmunoassay kit (Medical System; Immulite DPC, Los Angeles, CA). Plasma C-peptide was measured by Auto-DELFIA Fluoroimmunoassay (Wallac. Turku, Finland). Plasma concentrations of GIP and GLP-1 were measured using total GIP (AB_2895085 NL-ELISA. Mercodia, Uppsala, Sweden) and total GLP-1 (AB_2892202 NL-ELISA, Mercodia, Uppsala, Sweden) ELISA.","Patients were instructed to consume a liquid meal of 830 kcal (107 kcal from protein, 353 kcal from fat, and 360 kcal from carbohydrates) within 15 minutes.",Type 2 Diabetes Mellitus Cohort,Liquid Mixed Meal Test,830 Kcal,,,,,,,,,TOTAL GIP,Time,Pmol/L,,,,,,TOTAL GLP-1,Time,Pmol/L,,,,,,,,,,,,,,,,Insulin,Time,Pmol/L ,,,,,,Glucose,Time,mmol/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0,1.04,,,,,,,0,3.00,,,,,,,,,,,,,,,,,0,42.96,,,,,,,0,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,15,6.85,,,,,,,15,6.78,,,,,,,,,,,,,,,,,15,83.70,,,,,,,15,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,30,12.22,,,,,,,30,10.35,,,,,,,,,,,,,,,,,30,122.34,,,,,,,30,10.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,60,16.29,,,,,,,60,8.56,,,,,,,,,,,,,,,,,60,241.50,,,,,,,60,10.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,90,15.08,,,,,,,90,9.22,,,,,,,,,,,,,,,,,90,283.38,,,,,,,90,11.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,120,15.51,,,,,,,120,7.46,,,,,,,,,,,,,,,,,120,251.16,,,,,,,120,12.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,150,16.72,,,,,,,150,7.10,,,,,,,,,,,,,,,,,150,241.50,,,,,,,150,12.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,180,14.21,,,,,,,180,7.22,,,,,,,,,,,,,,,,,180,187.86,,,,,,,180,11.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
